date,NDVI
2000-02-29,0.3789322782821717
2000-03-31,0.3984620263857994
2000-04-30,0.34371990964445154
2000-05-31,0.17184043097767504
2000-06-30,0.1678946543780428
2000-07-31,0.21483482143965787
2000-08-31,0.1717952136350174
2000-09-30,0.14838391653772115
2000-10-31,0.1131287211086795
2000-11-30,0.3320885257510854
2000-12-31,0.32034688023607033
2001-01-31,0.31248625203235286
2001-02-28,0.2774319003761967
2001-03-31,0.31642126276112426
2001-04-30,0.3554681893572734
2001-05-31,0.1913586948138564
2001-06-30,0.1327212680037459
2001-07-31,0.18743105316146863
2001-08-31,0.14450197548733085
2001-09-30,0.1483762723075484
2001-10-31,0.1287250165029123
2001-11-30,0.2461038497766724
2001-12-31,0.33989486745327846
2002-01-31,0.3437607047249359
2002-02-28,0.374992171839888
2002-03-31,0.41799982465287555
2002-04-30,0.4141445413385094
2002-05-31,0.289005819118163
2002-06-30,0.19925104552245784
2002-07-31,0.18744165277981328
2002-08-31,0.2069696859180468
2002-09-30,0.22657092847725985
2002-10-31,0.1756953946562873
2002-11-30,0.1483716562998618
2002-12-31,0.11301780992227665
2003-01-31,0.23044986593446087
2003-02-28,0.36722093494272023
2003-03-31,0.4296971244020533
2003-04-30,0.48828921898152355
2003-05-31,0.3633336886253482
2003-06-30,0.3086983794576541
2003-07-31,0.1640168628176037
2003-08-31,0.2108940221609525
2003-09-30,0.14836023624315287
2003-10-31,0.1287723992856812
2003-11-30,0.12882131211744
2003-12-31,0.12103565181203155
2004-01-31,0.39458262413601797
2004-02-29,0.43748217439821957
2004-03-31,0.4297309336180639
2004-04-30,0.3633415677166223
2004-05-31,0.30858337457502594
2004-06-30,0.24609098639350235
2004-07-31,0.2382919638278161
2004-08-31,0.17181334868709555
2004-09-30,0.20310622436226936
2004-10-31,0.18359078421581287
2004-11-30,0.1757096131318285
2004-12-31,0.332060142784304
2005-01-31,0.41790601550416173
2005-02-28,0.3601955948721612
2005-03-31,0.4609079401540914
2005-04-30,0.4872508125473679
2005-05-31,0.4609687110100831
2005-06-30,0.2734704989689528
2005-07-31,0.20702090280487306
2005-08-31,0.19136873043523975
2005-09-30,0.17959216269180905
2005-10-31,0.1287840995816272
2005-11-30,0.1131168991033552
2005-12-31,0.09758969567137771
2006-01-31,0.31251324084870913
2006-02-28,0.4179714689947537
2006-03-31,0.4687196916323543
2006-04-30,0.4531181469271899
2006-05-31,0.23433150593021956
2006-06-30,0.21089605115463878
2006-07-31,0.21874423287397485
2006-08-31,0.19921849818162773
2006-09-30,0.1717719150643558
2006-10-31,0.1522650706601501
2006-11-30,0.21087554852717835
2006-12-31,0.4454120503453896
2007-01-31,0.2733823056482442
2007-02-28,0.39849990664041657
2007-03-31,0.4648381231703461
2007-04-30,0.40632295629721615
2007-05-31,0.281181721494688
2007-06-30,0.21871216676595584
2007-07-31,0.21086901387229284
2007-08-31,0.17571508949026235
2007-09-30,0.16789215223046164
2007-10-31,0.1679192108758977
2007-11-30,0.13667206393628667
2007-12-31,0.14436577941863477
2008-01-31,0.3670875014337925
2008-02-29,0.3632131691329613
2008-03-31,0.4140786830886299
2008-04-30,0.4491927618995314
2008-05-31,0.285143371694876
2008-06-30,0.22260460647566022
2008-07-31,0.1601301578412711
2008-08-31,0.16011293561333179
2008-09-30,0.1991370843807229
2008-10-31,0.16401190694334372
2008-11-30,0.1365787896222188
2008-12-31,0.2694014188491625
2009-01-31,0.4452451329852829
2009-02-28,0.46872503158872814
2009-03-31,0.4727133257682825
2009-04-30,0.48052592053891197
2009-05-31,0.33203090284548065
2009-06-30,0.23047468258140247
2009-07-31,0.20699234109704456
2009-08-31,0.18746929718659966
2009-09-30,0.1600811882612158
2009-10-31,0.1366175515757838
2009-11-30,0.23821323099131214
2009-12-31,0.35925737581728356
2010-01-31,0.3164493678098347
2010-02-28,0.3681644488437599
2010-03-31,0.4608709250415174
2010-04-30,0.46092144644891453
2010-05-31,0.4140373269557214
2010-06-30,0.34377359637963023
2010-07-31,0.23429822362342567
2010-08-31,0.25388039157879716
2010-09-30,0.1913551507256862
2010-10-31,0.1678902153427665
2010-11-30,0.17966394960107585
2010-12-31,0.14048546769925935
2011-01-31,0.35549413987641376
2011-02-28,0.3721504190988052
2011-03-31,0.44143353969272003
2011-04-30,0.49219951094120695
2011-05-31,0.3398647431902778
2011-06-30,0.1796302777779755
2011-07-31,0.1991797968154409
2011-08-31,0.1718349189376574
2011-09-30,0.17176117634977822
2011-10-31,0.1208806263531896
2011-11-30,0.11307860026465169
2011-12-31,0.1014169969253925
2012-01-31,0.21870884143057104
2012-02-29,0.3828247035037255
2012-03-31,0.37991613347652076
2012-04-30,0.4687603132006245
2012-05-31,0.33593333327105734
2012-06-30,0.22650707298583245
2012-07-31,0.21480099279358228
2012-08-31,0.21092685739807024
2012-09-30,0.16010752134524203
2012-10-31,0.13662821018262217
2012-11-30,0.1130780709953125
2012-12-31,0.371059691849492
2013-01-31,0.332134281727526
2013-02-28,0.4375356333145314
2013-03-31,0.5117162795070206
2013-04-30,0.5038299909507085
2013-05-31,0.3320453708842124
2013-06-30,0.2421560811957422
2013-07-31,0.17966371267669096
2013-08-31,0.1835119060975198
2013-09-30,0.16789789094987465
2013-10-31,0.1678964914641879
2013-11-30,0.1326612883958035
2013-12-31,0.10527442363414036
2014-01-31,0.39452939480455074
2014-02-28,0.4180402453550762
2014-03-31,0.4765357727081222
2014-04-30,0.472722336909581
2014-05-31,0.2733983636417679
2014-06-30,0.2109129937655258
